id,genres,popularity,budget,original_language,revenue,runtime,original_title,rating
634,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",10.780524,25000000.0,en,281929795.0,97.0,Bridget Jones's Diary,2.28021978021978
635,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",7.290872,17000000.0,en,17185632.0,113.0,Angel Heart,3.640449438202247
636,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",8.152085,777000.0,en,2437000.0,86.0,THX 1138,2.9615384615384617
637,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",39.39497,20000000.0,it,229400000.0,116.0,La vita è bella,2.846865067899451
638,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",8.449722,15000000.0,en,3675201.0,134.0,Lost Highway,3.2848932676518885
639,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",8.34322,16000000.0,en,92823546.0,96.0,When Harry Met Sally...,2.9319502074688795
640,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",19.833077,52000000.0,en,352114312.0,141.0,Catch Me If You Can,2.9800413956238914
641,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6.874828,4500000.0,en,7390108.0,102.0,Requiem for a Dream,2.4455445544554455
642,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}, {'id': 80, 'name': 'Crime'}]",6.714577,6000000.0,en,102308889.0,110.0,Butch Cassidy and the Sundance Kid,1.8076923076923077
644,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",13.249364,100000000.0,en,235926552.0,146.0,A.I. Artificial Intelligence,2.4761904761904763
650,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6.866506,6500000.0,en,57504069.0,112.0,Boyz n the Hood,3.46133154001345
651,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",7.701349,3500000.0,en,81600000.0,116.0,M*A*S*H,2.518867924528302
652,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",15.387275,175000000.0,en,497409852.0,163.0,Troy,3.0121951219512195
654,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",18.211093,910000.0,en,9600000.0,108.0,On the Waterfront,2.973684210526316
655,"[{'id': 18, 'name': 'Drama'}]",11.635837,1746964.0,en,2181987.0,147.0,"Paris, Texas",2.3157894736842106
657,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",12.536729,2000000.0,en,78898765.0,115.0,From Russia with Love,2.5595238095238093
658,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",13.78884,2500000.0,en,124881062.0,110.0,Goldfinger,3.0545454545454547
660,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",10.517835,5500000.0,en,141195658.0,130.0,Thunderball,2.9925373134328357
663,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",12.233863,10000000.0,en,139352633.0,93.0,Saw IV,3.362921669525443
664,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",8.739144,92000000.0,en,494471524.0,113.0,Twister,3.05
665,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",14.319743,15000000.0,en,146900000.0,212.0,Ben-Hur,3.955677655677656
666,"[{'id': 18, 'name': 'Drama'}]",4.919716,2900000.0,pt,5596708.0,113.0,Central do Brasil,3.4623655913978495
667,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",10.359669,9500000.0,en,111584787.0,117.0,You Only Live Twice,2.5680447889750218
668,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",9.356264,6500000.0,en,81974493.0,142.0,On Her Majesty's Secret Service,4.102416570771001
670,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 28, 'name': 'Action'}]",10.616859,3000000.0,ko,14980005.0,120.0,올드보이,4.112804878048781
671,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",38.187238,125000000.0,en,976475550.0,152.0,Harry Potter and the Philosopher's Stone,3.6580491132332877
672,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",29.741452,100000000.0,en,876688482.0,161.0,Harry Potter and the Chamber of Secrets,2.4285714285714284
673,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",28.460276,130000000.0,en,789804554.0,141.0,Harry Potter and the Prisoner of Azkaban,2.754477552003855
674,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",24.903058,150000000.0,en,895921036.0,157.0,Harry Potter and the Goblet of Fire,2.980796586059744
675,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 9648, 'name': 'Mystery'}]",21.3643,150000000.0,en,938212738.0,138.0,Harry Potter and the Order of the Phoenix,2.2903225806451615
676,"[{'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",11.419388,140000000.0,en,449220945.0,183.0,Pearl Harbor,2.5166666666666666
679,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",21.761179,18500000.0,en,183316455.0,137.0,Aliens,3.3737373737373737
680,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",140.950236,8000000.0,en,213928762.0,154.0,Pulp Fiction,3.552969502407705
681,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",12.00491,7200000.0,en,116019547.0,120.0,Diamonds Are Forever,3.5798319327731094
682,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",12.127492,7000000.0,en,97572000.0,125.0,The Man with the Golden Gun,3.210144927536232
687,"[{'id': 18, 'name': 'Drama'}]",6.891317,11000000.0,en,39363635.0,122.0,Dead Man Walking,2.9950980392156863
688,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.951077,24000000.0,en,182016617.0,135.0,The Bridges of Madison County,2.592657903174094
691,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",9.781451,14000000.0,en,185438673.0,125.0,The Spy Who Loved Me,3.053090332805071
692,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",5.738871,12000.0,en,6000000.0,93.0,Pink Flamingos,2.340670859538784
693,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",11.876386,80000000.0,en,516642939.0,115.0,Meet the Fockers,3.0416666666666665
694,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",19.611589,19000000.0,en,44017374.0,144.0,The Shining,3.01717032967033
698,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",10.576273,34000000.0,en,210308099.0,126.0,Moonraker,2.83125
699,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",9.765123,28000000.0,en,195312802.0,127.0,For Your Eyes Only,2.25
700,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",10.619302,27500000.0,en,187500000.0,131.0,Octopussy,3.2442396313364057
702,"[{'id': 18, 'name': 'Drama'}]",7.301719,1800000.0,en,8000000.0,125.0,A Streetcar Named Desire,3.7458432304038003
703,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",18.146043,4000000.0,en,38251425.0,93.0,Annie Hall,2.884514435695538
704,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",5.719266,560000.0,en,12299668.0,88.0,A Hard Day's Night,2.844155844155844
705,"[{'id': 18, 'name': 'Drama'}]",12.06308,1400000.0,en,63463.0,138.0,All About Eve,3.4988888888888887
707,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",12.840798,30000000.0,en,152427960.0,131.0,A View to a Kill,3.078952730236349
708,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",12.189038,40000000.0,en,191185897.0,130.0,The Living Daylights,3.4033192048235925
709,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",11.137888,32000000.0,en,156167015.0,133.0,Licence to Kill,3.3139306736429037
710,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",14.686036,58000000.0,en,352194034.0,130.0,GoldenEye,2.740333586050038
711,"[{'id': 18, 'name': 'Drama'}]",10.536255,43000000.0,en,80049764.0,136.0,Finding Forrester,2.6713383339913146
712,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8.990345,6000000.0,en,254700832.0,117.0,Four Weddings and a Funeral,3.4921875
713,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.436758,7000000.0,en,116700000.0,121.0,The Piano,3.4523809523809526
714,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",17.159576,110000000.0,en,333011068.0,119.0,Tomorrow Never Dies,3.89378489924739
744,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",20.301019,15000000.0,en,356830601.0,110.0,Top Gun,2.9210526315789473
745,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",18.449169,40000000.0,en,672806292.0,107.0,The Sixth Sense,4.112608982343029
746,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",11.076971,23000000.0,en,43984230.0,163.0,The Last Emperor,3.7350299401197606
747,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",14.902948,4000000.0,en,30039392.0,99.0,Shaun of the Dead,2.344842284739983
752,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}]",20.214422,54000000.0,en,132511035.0,132.0,V for Vendetta,2.909090909090909
754,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",11.467391,80000000.0,en,245676146.0,138.0,Face/Off,2.9398976982097187
755,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",15.339153,19000000.0,en,25836616.0,108.0,From Dusk Till Dawn,3.375796178343949
756,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",8.03796,2280000.0,en,83320000.0,124.0,Fantasia,3.1666666666666665
762,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",10.43389,400000.0,en,5028948.0,91.0,Monty Python and the Holy Grail,2.4176879617557585
763,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",13.645568,3000000.0,en,242623.0,104.0,Braindead,3.075
764,"[{'id': 27, 'name': 'Horror'}]",10.421679,350000.0,en,29400000.0,85.0,The Evil Dead,3.371125611745514
765,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",13.520764,3600000.0,en,5923044.0,84.0,Evil Dead II,3.05774767146486
767,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",19.083723,250000000.0,en,933959197.0,153.0,Harry Potter and the Half-Blood Prince,3.534920634920635
768,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",7.79014,35000000.0,en,74558115.0,122.0,From Hell,3.0
769,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",15.424092,25000000.0,en,46836394.0,145.0,GoodFellas,3.5774647887323945
770,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",14.240357,4000000.0,en,400176459.0,238.0,Gone with the Wind,2.735294117647059
771,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",0.702543,18000000.0,en,476684675.0,103.0,Home Alone,3.3832335329341316
772,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",13.293722,18000000.0,en,358991681.0,120.0,Home Alone 2: Lost in New York,2.8333333333333335
773,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5.320117,8000000.0,en,100523181.0,102.0,Little Miss Sunshine,3.4047619047619047
782,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",12.89312,36000000.0,en,12532777.0,106.0,Gattaca,2.8785786460087572
783,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",12.383755,22000000.0,en,77737889.0,191.0,Gandhi,3.2433157128629433
786,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",9.086699,60000000.0,en,47383689.0,122.0,Almost Famous,3.173135120785771
787,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",15.724373,110000000.0,en,478207520.0,120.0,Mr. & Mrs. Smith,3.682795698924731
788,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",11.16553,25000000.0,en,441286195.0,125.0,Mrs. Doubtfire,2.8617094095099023
790,"[{'id': 27, 'name': 'Horror'}]",9.194572,1000000.0,en,21378361.0,89.0,The Fog,3.516949152542373
791,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9.929809,18000000.0,en,46201432.0,100.0,The Fog,3.6059322033898304
792,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",18.206972,6000000.0,en,138530565.0,120.0,Platoon,3.017857142857143
793,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",7.882247,6000000.0,en,8551228.0,120.0,Blue Velvet,3.2580645161290325
794,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",16.641277,2800000.0,en,60922980.0,111.0,The Omen,3.3623853211009176
795,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",8.228219,55000000.0,en,198685114.0,114.0,City of Angels,3.208695652173913
796,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",8.181065,10500000.0,en,75902208.0,97.0,Cruel Intentions,2.9680851063829787
801,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",9.023282,13000000.0,en,123922370.0,121.0,"Good Morning, Vietnam",3.0294920808301473
802,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9.551293,2000000.0,en,9250000.0,153.0,Lolita,3.470116214720531
804,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",11.954806,1500000.0,en,12000000.0,119.0,Roman Holiday,3.0810293492131007
805,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",11.504558,3200000.0,en,33395426.0,136.0,Rosemary's Baby,3.691940885264997
806,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.670679,25000000.0,en,119188334.0,110.0,The Omen,3.1581632653061225
807,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",18.45743,33000000.0,en,327311859.0,127.0,Se7en,3.2782805429864252
808,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",17.987728,60000000.0,en,484409218.0,90.0,Shrek,3.224336793540946
809,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",16.22986,150000000.0,en,919838758.0,93.0,Shrek 2,2.853185595567867
810,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",14.072479,160000000.0,en,798958165.0,93.0,Shrek the Third,1.8581809657759025
812,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",16.357419,28000000.0,en,504050219.0,90.0,Aladdin,2.4871794871794872
813,"[{'id': 35, 'name': 'Comedy'}]",13.063203,3500000.0,en,83453539.0,88.0,Airplane!,2.7673956262425445
814,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",13.390802,10000000.0,en,31973249.0,97.0,An American Werewolf in London,3.107142857142857
816,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",11.749159,16500000.0,en,67683989.0,94.0,Austin Powers: International Man of Mystery,3.2531645569620253
818,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]",8.786653,63000000.0,en,296655431.0,94.0,Austin Powers in Goldmember,2.6195862960568843
819,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9.198283,44000000.0,en,165615285.0,147.0,Sleepers,3.359375
820,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}]",13.813146,40000000.0,en,205405498.0,189.0,JFK,2.8671875
821,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",9.697105,3000000.0,en,10000000.0,186.0,Judgment at Nuremberg,2.99
824,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",13.691781,52500000.0,en,179213434.0,127.0,Moulin Rouge!,3.8033980582524274
825,"[{'id': 18, 'name': 'Drama'}]",3.010088,20000000.0,en,3970078.0,121.0,Playing by Heart,2.64
826,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",8.851646,3000000.0,en,27200000.0,161.0,The Bridge on the River Kwai,2.1538461538461537
829,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",12.29227,6000000.0,en,30000000.0,130.0,Chinatown,2.684344722080571
830,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",6.379966,1900000.0,en,3250000.0,98.0,Forbidden Planet,3.087794833395732
834,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",12.496805,50000000.0,en,111340801.0,106.0,Underworld: Evolution,2.615023474178404
837,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",7.945039,5952000.0,en,2120439.0,87.0,Videodrome,3.432140700483092
838,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",9.188584,777000.0,en,140000000.0,110.0,American Graffiti,3.7496720594665502
840,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",10.610446,20000000.0,en,303788635.0,135.0,Close Encounters of the Third Kind,2.706327372764787
841,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",9.261189,40000000.0,en,30925690.0,137.0,Dune,3.707044673539519
844,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",7.157169,12000000.0,zh,19271312.0,129.0,2046,3.7569060773480665
845,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",15.41773,1200000.0,en,7000000.0,101.0,Strangers on a Train,3.3666666666666667
846,"[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",12.311615,66000000.0,en,189198313.0,121.0,The X Files,3.490453460620525
847,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",9.918312,35000000.0,en,57269863.0,126.0,Willow,2.9125
848,"[{'id': 14, 'name': 'Fantasy'}]",3.383201,18000000.0,en,14110013.0,108.0,Dragonslayer,3.663972286374134
849,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",9.848674,27000000.0,en,16519460.0,117.0,Krull,2.7667042426726787
853,"[{'id': 10752, 'name': 'War'}]",10.704813,68000000.0,en,96976270.0,131.0,Enemy at the Gates,3.2983193277310923
854,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",14.13488,23000000.0,en,351583407.0,101.0,The Mask,3.7191489361702126
855,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",10.064446,92000000.0,en,172989651.0,144.0,Black Hawk Down,2.8157894736842106
856,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}]",16.78596,70000000.0,en,329803958.0,104.0,Who Framed Roger Rabbit,3.3559322033898304
857,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",21.758054,70000000.0,en,481840909.0,169.0,Saving Private Ryan,3.33
858,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",10.234919,21000000.0,en,227799884.0,105.0,Sleepless in Seattle,4.339810758717364
859,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11.46781,14000000.0,en,34670720.0,119.0,Dangerous Liaisons,2.473684210526316
860,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",8.321647,12000000.0,en,79567667.0,114.0,WarGames,3.537275064267352
861,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",12.954444,65000000.0,en,261317921.0,113.0,Total Recall,3.4434944237918215
862,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",21.946943,30000000.0,en,373554033.0,81.0,Toy Story,3.5989304812834226
864,"[{'id': 35, 'name': 'Comedy'}]",8.30721,14000000.0,en,154864401.0,98.0,Cool Runnings,3.2527472527472527
865,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",9.389976,27000000.0,en,38122105.0,101.0,The Running Man,3.311320754716981
866,"[{'id': 18, 'name': 'Drama'}]",15.529604,25000000.0,en,116766556.0,106.0,Finding Neverland,3.7141895933014353
867,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",11.23297,40000000.0,en,116300000.0,108.0,Sliver,2.37887323943662
868,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6.081201,3000000.0,af,9879971.0,94.0,Tsotsi,3.1414141414141414
869,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",17.319836,100000000.0,en,362211740.0,119.0,Planet of the Apes,3.0960884353741496
871,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",17.784978,5800000.0,en,33395426.0,112.0,Planet of the Apes,3.1984126984126986
872,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",11.064858,2540800.0,en,7200000.0,103.0,Singin' in the Rain,3.4925373134328357
873,"[{'id': 18, 'name': 'Drama'}]",11.573562,15000000.0,en,146292009.0,154.0,The Color Purple,3.0217391304347827
874,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",6.997888,3900000.0,en,28350000.0,120.0,A Man for All Seasons,3.0542168674698793
879,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",14.508137,70000000.0,en,300854823.0,144.0,Hook,2.815599830436626
